scenario	requested_bytes	observed_latency_ms	channel	corr	total_ms	queue_ms	translate_ms	exec_ms	format_ms	finalize_ms	egress_ms	egress_enqueue_ms	egress_queue_ms	egress_prepare_ms	egress_write_ms	frame_bytes	writer_queue_depth	writer_active	writer_queue_full	reserve_timeouts
depth128	4096	14.835	3	800058	14.087	0.484	0.003	0.002	0.002	0.001	11.100	0.627	10.467	0.000	0.005	12632	225	true	false	0
depth128	4096	14.864	4	800059	14.096	0.497	0.001	0.001	0.002	0.000	11.100	0.624	10.472	0.000	0.004	12632	226	true	false	0
depth128	262144	15.002	5	800060	14.179	0.511	0.002	0.043	0.096	0.000	11.031	0.816	10.136	0.015	0.064	786782	227	true	false	0
depth128	4096	15.026	6	800061	14.194	0.662	0.001	0.001	0.002	0.000	11.030	0.809	10.217	0.000	0.004	12632	228	true	false	0
depth128	4096	15.042	7	800062	14.201	0.662	0.002	0.001	0.002	0.000	11.020	0.799	10.219	0.000	0.003	12632	229	true	false	0
depth128	4096	15.074	8	800063	14.208	0.683	0.003	0.002	0.002	0.001	11.003	0.782	10.218	0.000	0.003	12632	230	true	false	0
depth128	262144	15.151	1	800064	14.307	0.687	0.001	0.032	0.110	0.000	10.948	0.954	9.902	0.013	0.079	786782	231	true	false	0
depth128	4096	15.172	2	800065	14.413	0.841	0.002	0.001	0.002	0.000	11.036	0.952	10.078	0.000	0.005	12632	232	true	false	0
depth128	4096	15.192	3	800066	14.421	0.850	0.003	0.002	0.002	0.001	11.024	0.942	10.079	0.000	0.003	12632	233	true	false	0
depth128	4096	15.218	4	800067	14.496	0.869	0.002	0.001	0.002	0.000	11.082	0.930	10.084	0.000	0.068	12632	234	true	false	0
depth128	262144	15.477	5	800068	14.631	0.881	0.002	0.011	0.100	0.000	11.097	1.127	9.891	0.015	0.064	786782	235	true	false	0
depth128	4096	15.504	6	800069	14.641	1.004	0.002	0.004	0.002	0.000	11.088	1.114	9.970	0.000	0.004	12632	236	true	false	0
depth128	4096	15.523	7	800070	14.649	1.016	0.004	0.001	0.002	0.000	11.082	1.105	9.973	0.000	0.003	12632	237	true	false	0
depth128	4096	15.549	8	800071	14.657	1.041	0.003	0.002	0.003	0.000	11.064	1.090	9.971	0.000	0.003	12632	238	true	false	0
depth128	262144	15.617	1	800072	14.736	1.060	0.002	0.013	0.088	0.000	11.028	1.291	9.665	0.013	0.060	786782	239	true	false	0
depth128	4096	15.635	2	800073	14.748	1.174	0.001	0.001	0.002	0.000	11.025	1.281	9.739	0.000	0.005	12632	240	true	false	0
depth128	4096	15.663	3	800074	14.778	1.191	0.003	0.001	0.002	0.001	11.034	1.267	9.742	0.000	0.025	12632	241	true	false	0
depth128	4096	15.681	4	800075	14.902	1.210	0.002	0.001	0.002	0.000	11.141	1.256	9.864	0.000	0.022	12632	242	true	false	0
depth128	262144	15.768	5	800076	14.995	1.221	0.001	0.013	0.096	0.000	11.120	1.461	9.567	0.013	0.079	786782	243	true	false	0
depth128	4096	15.788	6	800077	15.012	1.342	0.001	0.001	0.002	0.000	11.121	1.451	9.665	0.000	0.004	12632	244	true	false	0
depth128	4096	16.017	7	800078	15.134	1.352	0.002	0.003	0.002	0.000	11.228	1.761	9.463	0.000	0.003	12632	246	true	false	0
depth128	4096	16.037	8	800079	15.145	1.372	0.003	0.002	0.003	0.000	11.216	1.745	9.465	0.000	0.007	12632	247	true	false	0
depth128	262144	16.153	1	800080	15.245	1.390	0.002	0.026	0.100	0.000	11.176	1.880	9.200	0.019	0.077	786782	248	true	false	0
depth128	4096	16.475	2	800081	12.783	0.040	0.002	0.002	0.002	0.001	7.853	1.647	6.202	0.000	0.003	12632	193	true	false	0
depth128	4096	16.504	3	800082	12.788	0.042	0.001	0.001	0.002	0.000	7.851	1.644	6.204	0.000	0.003	12632	194	true	false	0
depth128	4096	16.524	4	800083	12.796	0.050	0.002	0.001	0.002	0.000	7.849	1.641	6.204	0.000	0.004	12632	195	true	false	0
depth128	262144	16.637	5	800084	12.969	0.056	0.001	0.017	0.091	0.000	7.911	1.836	5.905	0.013	0.156	786782	196	true	false	0
depth128	4096	16.654	6	800085	12.980	0.176	0.003	0.002	0.002	0.000	7.904	1.826	6.074	0.000	0.004	12632	197	true	false	0
depth128	4096	16.684	7	800086	13.047	0.186	0.001	0.001	0.002	0.000	7.964	1.823	6.131	0.000	0.010	12632	198	true	false	0
depth128	4096	16.702	8	800087	13.063	0.193	0.001	0.001	0.002	0.000	7.971	1.822	6.145	0.000	0.004	12632	199	true	false	0
depth128	262144	16.812	1	800088	13.210	0.203	0.001	0.022	0.101	0.000	7.987	1.962	5.887	0.013	0.126	786782	200	true	false	0
depth128	4096	16.830	2	800089	13.223	0.335	0.002	0.001	0.002	0.000	7.986	1.956	6.026	0.000	0.004	12632	201	true	false	0
depth128	4096	16.848	3	800090	13.230	0.347	0.002	0.001	0.002	0.000	7.982	1.949	6.029	0.000	0.003	12632	202	true	false	0
depth128	4096	16.869	4	800091	13.237	0.386	0.004	0.002	0.003	0.001	7.945	1.909	6.033	0.000	0.003	12632	203	true	false	0
depth128	262144	16.943	5	800092	13.391	0.407	0.002	0.015	0.090	0.000	7.979	2.067	5.762	0.013	0.137	786782	204	true	false	0
depth128	4096	16.967	6	800093	13.463	0.535	0.003	0.002	0.002	0.001	8.012	2.033	5.960	0.000	0.018	12632	205	true	false	0
depth128	4096	17.048	7	800094	13.513	0.549	0.001	0.001	0.002	0.000	8.052	2.031	6.014	0.000	0.005	12632	206	true	false	0
depth128	4096	17.075	8	800095	13.522	0.552	0.002	0.001	0.002	0.000	8.047	2.023	6.020	0.000	0.003	12632	207	true	false	0
depth128	262144	17.263	1	800096	13.603	0.550	0.003	0.012	0.090	0.001	7.989	2.162	5.748	0.018	0.059	786782	208	true	false	0
depth128	4096	17.291	2	800097	13.613	0.667	0.002	0.002	0.003	0.000	7.979	2.147	5.827	0.000	0.003	12632	209	true	false	0
depth128	4096	17.318	3	800098	13.620	0.690	0.003	0.002	0.003	0.001	7.960	2.127	5.830	0.000	0.003	12632	210	true	false	0
depth128	4096	17.345	4	800099	13.626	0.705	0.001	0.001	0.002	0.000	7.955	2.122	5.829	0.000	0.003	12632	211	true	false	0
depth128	262144	17.417	5	800100	13.699	0.716	0.001	0.020	0.093	0.000	7.906	2.309	5.528	0.013	0.056	786782	212	true	false	0
depth128	4096	17.443	6	800101	13.713	0.840	0.002	0.001	0.002	0.000	7.901	2.298	5.599	0.000	0.004	12632	213	true	false	0
depth128	4096	17.472	7	800102	13.720	0.851	0.002	0.001	0.002	0.000	7.894	2.288	5.602	0.000	0.003	12632	214	true	false	0
depth128	4096	17.492	8	800103	13.727	0.879	0.002	0.001	0.002	0.000	7.871	2.262	5.606	0.000	0.003	12632	215	true	false	0
depth128	262144	17.555	1	800104	13.819	0.900	0.002	0.013	0.090	0.000	7.853	2.457	5.296	0.015	0.085	786782	216	true	false	0
depth128	4096	17.584	2	800105	13.880	1.014	0.001	0.001	0.002	0.000	7.900	2.452	5.442	0.000	0.006	12632	217	true	false	0
depth128	4096	17.612	3	800106	13.888	1.024	0.001	0.001	0.002	0.000	7.896	2.444	5.448	0.000	0.003	12632	218	true	false	0
depth128	4096	17.630	4	800107	13.900	1.031	0.001	0.001	0.002	0.000	7.901	2.445	5.448	0.000	0.008	12632	219	true	false	0
depth128	262144	17.690	5	800108	13.974	1.074	0.003	0.026	0.106	0.000	7.798	2.542	5.186	0.013	0.057	786782	220	true	false	0
depth128	4096	17.709	6	800109	14.031	1.219	0.002	0.001	0.002	0.000	7.840	2.533	5.301	0.000	0.005	12632	221	true	false	0
depth128	4096	17.728	7	800110	14.039	1.225	0.003	0.001	0.002	0.000	7.832	2.522	5.306	0.000	0.003	12632	222	true	false	0
depth128	4096	17.751	8	800111	14.041	1.253	0.002	0.003	0.002	0.000	7.809	2.497	5.308	0.000	0.004	12632	223	true	false	0
depth128	262144	17.823	1	800112	14.232	1.270	0.001	0.026	0.103	0.000	7.859	2.647	5.072	0.013	0.126	786782	224	true	false	0
depth128	4096	18.553	2	800113	8.522	0.035	0.002	0.001	0.002	0.000	5.905	0.251	5.650	0.000	0.003	12632	193	true	false	0
depth128	4096	18.540	3	800114	8.529	0.041	0.001	0.001	0.002	0.000	5.904	0.249	5.652	0.000	0.003	12632	194	true	false	0
depth128	4096	18.559	4	800115	8.591	0.049	0.001	0.001	0.002	0.000	5.958	0.249	5.702	0.000	0.006	12632	195	true	false	0
depth128	262144	18.814	5	800116	8.746	0.052	0.001	0.012	0.093	0.000	6.008	0.448	5.478	0.013	0.069	786782	196	true	false	0
depth128	4096	18.846	6	800117	8.755	0.167	0.002	0.001	0.002	0.000	6.004	0.441	5.558	0.000	0.004	12632	197	true	false	0
depth128	4096	18.856	7	800118	8.761	0.187	0.003	0.002	0.003	0.000	5.987	0.423	5.560	0.000	0.003	12632	198	true	false	0
depth128	4096	18.868	8	800119	8.768	0.207	0.001	0.001	0.002	0.000	5.979	0.413	5.562	0.000	0.003	12632	199	true	false	0
depth128	262144	18.922	1	800120	8.841	0.226	0.003	0.012	0.092	0.001	5.930	0.561	5.298	0.013	0.057	786782	200	true	false	0
depth128	4096	18.943	2	800121	8.849	0.339	0.002	0.001	0.002	0.000	5.923	0.556	5.363	0.000	0.003	12632	201	true	false	0
depth128	4096	18.965	3	800122	8.855	0.362	0.003	0.002	0.002	0.001	5.905	0.536	5.365	0.000	0.003	12632	202	true	false	0
depth128	4096	18.986	4	800123	8.877	0.380	0.001	0.001	0.002	0.000	5.912	0.528	5.365	0.000	0.018	12632	203	true	false	0
depth128	262144	19.146	5	800124	9.099	0.387	0.003	0.031	0.090	0.004	5.995	0.681	5.234	0.013	0.066	786782	204	true	false	0
depth128	4096	19.168	6	800125	9.155	0.529	0.001	0.003	0.003	0.000	6.030	0.665	5.360	0.000	0.005	12632	205	true	false	0
depth128	4096	19.193	7	800126	9.160	0.533	0.002	0.001	0.002	0.000	6.026	0.658	5.365	0.000	0.003	12632	206	true	false	0
depth128	4096	19.214	8	800127	9.168	0.538	0.001	0.001	0.002	0.000	6.022	0.652	5.366	0.000	0.003	12632	207	true	false	0
depth32	262144	3.615	1	800000	3.476	0.014	0.006	0.051	0.113	0.005	3.224	0.580	0.003	0.059	2.582	786782	1	false	false	0
depth32	4096	3.643	2	800001	3.505	0.181	0.002	0.001	0.004	0.000	3.242	0.715	2.519	0.001	0.006	12632	1	true	false	0
depth32	4096	3.665	3	800002	3.525	0.195	0.001	0.001	0.003	0.000	3.249	0.710	2.524	0.001	0.014	12632	2	true	false	0
depth32	4096	3.687	4	800003	3.546	0.207	0.001	0.001	0.002	0.000	3.256	0.703	2.538	0.001	0.013	12632	3	true	false	0
depth32	262144	3.964	5	800004	3.760	0.257	0.003	0.032	0.109	0.001	3.279	0.822	2.340	0.024	0.093	786782	4	true	false	0
depth32	4096	3.986	6	800005	3.833	0.414	0.002	0.001	0.004	0.000	3.330	0.812	2.464	0.001	0.053	12632	5	true	false	0
depth32	4096	4.006	7	800006	3.848	0.429	0.002	0.002	0.003	0.000	3.330	0.807	2.518	0.001	0.004	12632	6	true	false	0
depth32	4096	4.030	8	800007	3.857	0.469	0.002	0.001	0.002	0.000	3.301	0.777	2.519	0.000	0.004	12632	7	true	false	0
depth32	262144	4.157	1	800008	3.962	0.482	0.001	0.030	0.114	0.000	3.252	0.937	2.216	0.017	0.082	786782	8	true	false	0
depth32	4096	4.179	2	800009	4.033	0.632	0.001	0.001	0.004	0.000	3.310	0.935	2.360	0.002	0.013	12632	9	true	false	0
depth32	4096	4.204	3	800010	4.042	0.641	0.001	0.001	0.002	0.000	3.311	0.935	2.370	0.001	0.005	12632	10	true	false	0
depth32	4096	4.223	4	800011	4.068	0.632	0.001	0.002	0.003	0.000	3.325	0.931	2.376	0.001	0.017	12632	11	true	false	0
depth32	262144	4.350	5	800012	4.171	0.642	0.001	0.025	0.109	0.000	3.288	1.099	2.092	0.017	0.078	786782	12	true	false	0
depth32	4096	4.371	6	800013	4.183	0.784	0.001	0.001	0.003	0.000	3.284	1.097	2.182	0.002	0.003	12632	13	true	false	0
depth32	4096	4.389	7	800014	4.194	0.792	0.001	0.001	0.003	0.000	3.286	1.094	2.187	0.001	0.003	12632	14	true	false	0
depth32	4096	4.407	8	800015	4.203	0.804	0.001	0.001	0.002	0.000	3.282	1.088	2.189	0.000	0.004	12632	15	true	false	0
depth32	262144	4.510	1	800016	4.318	0.815	0.003	0.047	0.117	0.001	3.224	1.242	1.870	0.014	0.098	786782	16	true	false	0
depth32	4096	4.621	2	800017	4.211	0.887	0.001	0.001	0.002	0.000	3.273	1.242	2.024	0.000	0.006	12632	17	true	false	0
depth32	4096	4.652	3	800018	4.222	0.891	0.001	0.001	0.004	0.000	3.274	1.237	2.029	0.000	0.007	12632	18	true	false	0
depth32	4096	4.679	4	800019	4.232	0.786	0.001	0.001	0.002	0.000	3.275	1.234	2.035	0.000	0.005	12632	19	true	false	0
depth32	262144	4.748	5	800020	4.350	0.788	0.001	0.027	0.112	0.000	3.248	1.407	1.735	0.013	0.092	786782	20	true	false	0
depth32	4096	4.767	6	800021	4.361	0.924	0.002	0.004	0.003	0.000	3.243	1.398	1.840	0.000	0.005	12632	21	true	false	0
depth32	4096	4.785	7	800022	4.386	0.937	0.003	0.001	0.002	0.000	3.255	1.389	1.845	0.000	0.020	12632	22	true	false	0
depth32	4096	4.805	8	800023	4.396	0.944	0.002	0.001	0.002	0.000	3.253	1.386	1.863	0.000	0.004	12632	23	true	false	0
depth32	262144	4.975	1	800024	4.559	0.953	0.001	0.013	0.093	0.000	3.302	1.572	1.622	0.013	0.095	786782	24	true	false	0
depth32	4096	5.003	2	800025	4.616	1.067	0.001	0.001	0.004	0.000	3.347	1.567	1.774	0.000	0.005	12632	25	true	false	0
depth32	4096	5.022	3	800026	4.627	1.073	0.001	0.001	0.002	0.000	3.349	1.564	1.782	0.000	0.003	12632	26	true	false	0
depth32	4096	5.048	4	800027	4.634	1.080	0.004	0.002	0.006	0.000	3.339	1.554	1.781	0.000	0.003	12632	27	true	false	0
depth32	262144	5.120	5	800028	4.759	1.099	0.002	0.034	0.107	0.000	3.309	1.691	1.497	0.013	0.108	786782	28	true	false	0
depth32	4096	5.139	6	800029	4.882	1.251	0.002	0.002	0.003	0.000	3.415	1.683	1.708	0.000	0.024	12632	29	true	false	0
depth32	4096	5.159	7	800030	4.903	1.266	0.003	0.002	0.003	0.000	3.420	1.672	1.732	0.000	0.017	12632	30	true	false	0
depth32	4096	5.226	8	800031	4.974	1.276	0.001	0.001	0.002	0.000	3.483	1.669	1.807	0.000	0.006	12632	31	true	false	0
saturation	262144	5928.805	1	800000	3.502	0.021	0.007	0.057	0.112	0.005	3.229	0.724	0.064	0.020	2.421	786782	33	false	false	0
saturation	4096	6031.379	2	800001	3.530	0.202	0.003	0.001	0.004	0.000	3.237	0.856	2.376	0.000	0.005	12632	1	true	false	0
saturation	4096	6134.910	3	800002	3.541	0.212	0.002	0.001	0.003	0.000	3.242	0.856	2.381	0.000	0.005	12632	2	true	false	0
saturation	4096	6238.204	4	800003	3.554	0.239	0.004	0.001	0.005	0.000	3.221	0.828	2.388	0.000	0.005	12632	3	true	false	0
saturation	262144	6342.323	5	800004	8.625	0.256	0.004	0.029	0.106	0.000	8.146	1.053	2.026	0.014	5.052	786782	4	true	false	0
saturation	4096	6444.249	6	800005	8.641	0.395	0.003	0.001	0.003	0.000	8.153	1.054	7.096	0.001	0.002	12632	5	true	false	0
saturation	4096	6547.409	7	800006	8.678	0.405	0.003	0.002	0.003	0.000	8.176	1.045	7.127	0.000	0.003	12632	6	true	false	0
saturation	4096	6650.072	8	800007	8.686	0.414	0.003	0.001	0.003	0.000	8.174	1.044	7.128	0.000	0.002	12632	7	true	false	0
saturation	262144	6753.728	1	800008	12.213	0.430	0.009	0.062	0.108	0.001	11.510	1.130	6.861	0.013	3.507	786782	8	true	false	0
saturation	4096	6855.398	2	800009	12.237	0.627	0.002	0.001	0.002	0.001	11.511	1.116	10.393	0.000	0.003	12632	9	true	false	0
saturation	4096	6957.564	3	800010	12.247	0.638	0.001	0.001	0.005	0.000	11.507	1.107	10.397	0.000	0.002	12632	10	true	false	0
saturation	4096	7059.438	4	800011	12.255	0.651	0.002	0.003	0.002	0.000	11.498	1.095	10.401	0.000	0.002	12632	11	true	false	0
saturation	262144	7162.862	5	800012	6343.187	0.665	0.002	0.030	0.093	0.000	6342.298	1.322	10.048	0.021	6330.906	786782	12	true	false	0
saturation	4096	7266.690	6	800013	6343.399	0.793	0.005	0.001	0.003	0.000	6342.494	1.312	6341.156	0.004	0.022	12632	13	true	false	0
saturation	4096	7370.057	7	800014	6343.495	0.809	0.001	0.001	0.003	0.000	6342.579	1.306	6341.249	0.003	0.020	12632	14	true	false	0
saturation	4096	7472.086	8	800015	6343.583	0.818	0.001	0.001	0.003	0.000	6342.656	1.304	6341.329	0.003	0.019	12632	15	true	false	0
saturation	262144	7576.062	1	800016	6344.288	0.827	0.001	0.039	0.106	0.000	6343.210	1.489	6341.148	0.122	0.452	786782	16	true	false	0
saturation	4096	7679.460	2	800017	6344.385	0.982	0.001	0.002	0.002	0.000	6343.293	1.482	6341.786	0.003	0.021	12632	17	true	false	0
saturation	4096	7782.713	3	800018	6344.471	1.003	0.002	0.001	0.004	0.000	6343.354	1.463	6341.864	0.004	0.023	12632	18	true	false	0
saturation	4096	7884.601	4	800019	6344.556	1.017	0.001	0.001	0.002	0.000	6343.431	1.456	6341.949	0.004	0.022	12632	19	true	false	0
saturation	262144	7989.543	5	800020	6344.945	0.894	0.001	0.043	0.105	0.000	6343.830	1.621	6341.735	0.122	0.352	786782	20	true	false	0
saturation	4096	8092.830	6	800021	6345.025	1.051	0.001	0.001	0.002	0.000	6343.898	1.614	6342.268	0.004	0.013	12632	21	true	false	0
saturation	4096	8196.335	7	800022	6345.099	1.054	0.002	0.001	0.004	0.000	6343.954	1.601	6342.336	0.004	0.014	12632	22	true	false	0
saturation	4096	8298.862	8	800023	6345.170	1.068	0.001	0.001	0.003	0.000	6344.009	1.591	6342.403	0.003	0.011	12632	23	true	false	0
saturation	262144	8402.317	1	800024	7163.350	1.026	0.001	0.030	0.093	0.000	7162.059	1.762	6342.172	0.122	818.003	786782	24	true	false	0
saturation	4096	8505.694	2	800025	7163.530	1.149	0.001	0.001	0.002	0.000	7162.232	1.756	7160.446	0.005	0.024	12632	25	true	false	0
saturation	4096	8608.782	3	800026	7163.625	1.154	0.002	0.002	0.003	0.000	7162.314	1.750	7160.538	0.003	0.023	12632	26	true	false	0
saturation	4096	31123.209	4	800027	28853.952	1.159	0.005	0.001	0.002	0.000	28852.628	4.618	28847.996	0.003	0.011	12632	241	true	false	0
saturation	262144	31846.019	5	800028	29682.066	1.166	0.001	0.038	0.120	0.000	29680.578	5.048	29675.156	0.124	0.250	786782	248	true	false	0
saturation	4096	31947.745	6	800029	29682.187	1.328	0.001	0.001	0.002	0.000	29680.690	5.045	29675.620	0.004	0.022	12632	249	true	false	0
saturation	4096	32051.348	7	800030	29682.269	1.330	0.001	0.001	0.004	0.000	29680.762	5.041	29675.707	0.003	0.012	12632	250	true	false	0
saturation	4096	32155.378	8	800031	29682.353	1.337	0.001	0.001	0.002	0.000	29680.838	5.038	29675.784	0.004	0.013	12632	251	true	false	0
saturation	262144	32259.692	1	800032	30504.610	1.340	0.001	0.025	0.108	0.000	30502.957	5.218	29675.546	0.125	822.067	786782	252	true	false	0
saturation	4096	32363.576	2	800033	30504.839	1.477	0.001	0.001	0.002	0.000	30503.177	5.215	30497.946	0.006	0.011	12632	253	true	false	0
saturation	4096	32467.259	3	800034	30504.932	1.482	0.001	0.001	0.002	0.000	30503.263	5.212	30498.038	0.004	0.010	12632	254	true	false	0
saturation	4096	32568.807	4	800035	30505.018	1.489	0.002	0.001	0.002	0.000	30503.334	5.202	30498.119	0.004	0.009	12632	255	true	false	0
saturation	262144	32672.710	5	800036	30505.435	1.496	0.001	0.024	0.106	0.000	30503.612	5.340	30497.926	0.122	0.223	786782	256	true	false	0
saturation	4096	32776.203	6	800037	30505.522	1.634	0.002	0.001	0.002	0.000	30503.686	9.977	30493.696	0.003	0.011	12632	253	true	true	0
saturation	4096	32877.737	7	800038	30505.604	1.640	0.003	0.001	0.002	0.000	30503.754	9.963	30493.777	0.004	0.010	12632	254	true	true	0
saturation	4096	32980.153	8	800039	30505.687	1.647	0.001	0.002	0.002	0.000	30503.828	9.951	30493.862	0.004	0.011	12632	255	true	true	0
saturation	262144	33085.343	1	800040	31434.718	1.654	0.001	0.028	0.093	0.000	31432.731	9.822	30493.974	0.120	928.814	786782	256	true	true	0
saturation	4096	33189.416	2	800041	31434.915	1.779	0.001	0.001	0.002	0.000	31432.915	13.196	31419.699	0.005	0.016	12632	253	true	true	0
saturation	4096	33291.260	3	800042	31435.004	1.782	0.003	0.001	0.002	0.000	31432.995	13.190	31419.788	0.003	0.014	12632	254	true	true	0
saturation	4096	33394.619	4	800043	31435.088	1.790	0.001	0.001	0.002	0.000	31433.071	13.180	31419.875	0.003	0.013	12632	255	true	true	0
saturation	262144	33498.588	5	800044	31435.584	1.794	0.001	0.011	0.110	0.000	31433.439	13.051	31419.956	0.123	0.309	786782	256	true	true	0
saturation	4096	33602.031	6	800045	31435.671	1.911	0.001	0.001	0.002	0.000	31433.517	6343.315	25090.186	0.004	0.012	12632	245	true	true	14
saturation	4096	33705.323	7	800046	31435.753	1.907	0.004	0.001	0.002	0.000	31433.586	6343.328	25090.243	0.003	0.012	12632	246	true	true	14
saturation	4096	33807.759	8	800047	31435.832	1.909	0.001	0.001	0.003	0.000	31433.659	6343.326	25090.318	0.003	0.012	12632	247	true	true	14
saturation	262144	33912.054	1	800048	32260.472	1.909	0.001	0.028	0.092	0.000	32258.178	6343.210	25090.393	0.122	824.452	786782	248	true	true	14
saturation	4096	34014.682	2	800049	32260.644	2.034	0.001	0.002	0.002	0.000	32258.337	6343.204	25915.118	0.005	0.011	12632	249	true	true	14
saturation	4096	34118.390	3	800050	32260.730	2.040	0.001	0.001	0.003	0.000	32258.414	6343.197	25915.204	0.004	0.009	12632	250	true	true	14
saturation	4096	34221.955	4	800051	32260.811	2.029	0.001	0.001	0.003	0.000	32258.485	6343.192	25915.281	0.004	0.009	12632	251	true	true	14
saturation	262144	28438.963	5	800052	7166.985	0.008	0.002	0.011	0.092	0.000	7164.157	0.667	7162.887	0.126	0.477	786782	215	true	false	0
saturation	4096	28542.300	6	800053	7167.260	0.121	0.001	0.001	0.002	0.000	7164.417	0.659	7163.738	0.004	0.016	12632	216	true	false	0
saturation	4096	28645.884	7	800054	7167.341	0.122	0.001	0.001	0.002	0.000	7164.490	0.656	7163.818	0.004	0.012	12632	217	true	false	0
saturation	4096	28747.599	8	800055	7167.415	0.130	0.001	0.001	0.003	0.000	7164.554	0.651	7163.888	0.004	0.011	12632	218	true	false	0
saturation	262144	28851.769	1	800056	7989.396	0.138	0.001	0.010	0.100	0.000	7986.420	0.865	7163.629	0.122	821.803	786782	219	true	false	0
saturation	4096	28955.079	2	800057	7989.642	0.252	0.001	0.001	0.002	0.000	7986.656	0.862	7985.760	0.005	0.029	12632	220	true	false	0
saturation	4096	29058.529	3	800058	7989.748	0.262	0.002	0.001	0.004	0.000	7986.748	0.853	7985.868	0.004	0.023	12632	221	true	false	0
saturation	4096	29162.589	4	800059	7989.837	0.275	0.002	0.001	0.002	0.000	7986.825	0.845	7985.954	0.004	0.023	12632	222	true	false	0
saturation	262144	29265.418	5	800060	7990.536	0.289	0.001	0.015	0.094	0.000	7987.406	1.080	7985.690	0.123	0.513	786782	223	true	false	0
saturation	4096	29368.964	6	800061	7990.668	0.403	0.001	0.001	0.003	0.000	7987.526	1.075	7986.431	0.004	0.016	12632	224	true	false	0
saturation	4096	29472.427	7	800062	7990.752	0.412	0.001	0.001	0.003	0.000	7987.602	1.071	7986.515	0.004	0.012	12632	225	true	false	0
saturation	4096	29575.772	8	800063	7990.826	0.416	0.001	0.001	0.002	0.000	7987.668	1.069	7986.584	0.004	0.012	12632	226	true	false	0
saturation	262144	29679.813	1	800064	12992.718	0.423	0.001	0.025	0.133	0.000	12989.396	1.224	7986.340	0.121	5001.711	786782	227	true	false	0
saturation	4096	29782.797	2	800065	12993.236	0.586	0.001	0.002	0.002	0.000	12989.905	1.220	12988.664	0.006	0.015	12632	228	true	false	0
saturation	4096	29885.429	3	800066	12993.324	0.595	0.001	0.001	0.002	0.000	12989.985	1.217	12988.751	0.004	0.013	12632	229	true	false	0
saturation	4096	29988.860	4	800067	12993.408	0.602	0.001	0.001	0.002	0.000	12990.062	1.214	12988.832	0.004	0.013	12632	230	true	false	0
